seed,seat,won_off,won_on,won_diff,final_vp_off,final_vp_on,final_vp_diff,roads_off,roads_on,roads_diff,settlements_off,settlements_on,settlements_diff,cities_off,cities_on,cities_diff,dev_cards_off,dev_cards_on,dev_cards_diff,has_longest_road_off,has_longest_road_on,has_longest_road_diff,has_largest_army_off,has_largest_army_on,has_largest_army_diff,runtime_seconds_off,runtime_seconds_on,runtime_seconds_diff
326,2,1,1,0,10,10,0,9,9,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,1.5178061248734593,1.5298632504418492,0.012057125568389893
327,3,0,0,0,6,6,0,8,8,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,1.7789205834269524,1.7684247083961964,-0.010495875030755997
328,0,0,0,0,3,3,0,7,7,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,1.3332841666415334,1.3403306668624282,0.0070465002208948135
329,1,0,0,0,3,3,0,4,4,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,2.5300126243382692,2.5460447501391172,0.016032125800848007
330,2,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,6,6,0,0,0,0,0,0,0,1.662401333451271,1.6107773752883077,-0.05162395816296339
331,3,1,1,0,10,10,0,10,10,0,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,2.130525540560484,2.2497935416176915,0.11926800105720758
332,0,1,1,0,10,10,0,10,10,0,4,4,0,2,2,0,10,10,0,0,0,0,0,0,0,2.1039026668295264,2.135930917225778,0.03202825039625168
333,1,1,1,0,10,10,0,14,14,0,1,1,0,3,3,0,1,1,0,1,1,0,0,0,0,2.1805669171735644,2.169194584712386,-0.011372332461178303
334,2,0,0,0,8,8,0,8,8,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,2.190249833278358,2.1648100409656763,-0.025439792312681675
335,3,1,1,0,10,10,0,7,7,0,4,4,0,1,1,0,5,5,0,1,1,0,0,0,0,1.2380410004407167,1.2560767494142056,0.018035748973488808
336,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,3,3,0,1,1,0,0,0,0,1.9241869589313865,1.9092766670510173,-0.014910291880369186
337,1,1,1,0,10,10,0,9,9,0,2,2,0,4,4,0,5,5,0,0,0,0,0,0,0,1.6357130836695433,1.63744099996984,0.0017279163002967834
338,2,1,1,0,11,11,0,14,14,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,2.741484707221389,3.162018750794232,0.4205340435728431
339,3,0,0,0,9,9,0,8,8,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,2.614306249655783,2.6659544995054603,0.051648249849677086
340,0,1,1,0,10,10,0,6,6,0,0,0,0,4,4,0,2,2,0,0,0,0,0,0,0,1.335756290704012,1.34659487567842,0.01083858497440815
341,1,1,1,0,10,10,0,7,7,0,3,3,0,1,1,0,4,4,0,1,1,0,0,0,0,0.7934106243774295,0.7943989997729659,0.0009883753955364227
342,2,1,1,0,10,10,0,9,9,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,1.6962852077558637,2.4088182505220175,0.7125330427661538
343,3,1,1,0,10,10,0,11,11,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,1.3790639583021402,1.372971541248262,-0.006092417053878307
344,0,1,1,0,10,10,0,5,5,0,1,1,0,3,3,0,5,5,0,0,0,0,0,0,0,1.40869150031358,1.3918320834636688,-0.016859416849911213
345,1,0,0,0,5,5,0,3,3,0,0,0,0,2,2,0,5,5,0,0,0,0,0,0,0,1.1755062080919743,1.1710684588178992,-0.004437749274075031
346,2,1,1,0,10,10,0,8,8,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1.8229832090437412,1.80730608291924,-0.01567712612450123
347,3,0,0,0,8,8,0,13,13,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,2.7629075422883034,2.7707703337073326,0.007862791419029236
348,0,0,0,0,6,6,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.0262848744168878,2.0021385829895735,-0.02414629142731428
349,1,0,0,0,6,6,0,12,12,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,2.396883999928832,2.3984634578227997,0.0015794578939676285
350,2,0,0,0,7,7,0,11,11,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.056642415933311,2.2469892920926213,0.19034687615931034
351,3,0,0,0,8,8,0,7,7,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,2.2830559173598886,2.2919907923787832,0.008934875018894672
352,0,0,0,0,5,5,0,5,5,0,2,2,0,1,1,0,5,5,0,0,0,0,0,0,0,1.1630868325009942,1.1640829583629966,0.0009961258620023727
353,1,0,0,0,5,5,0,8,8,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,1.2138285003602505,1.1784489583224058,-0.03537954203784466
354,2,0,0,0,4,4,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2191692497581244,1.1767473751679063,-0.04242187459021807
355,3,0,0,0,6,6,0,9,9,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.8694954169914126,1.9150650827214122,0.04556966572999954
356,0,1,1,0,10,10,0,8,8,0,1,1,0,3,3,0,3,3,0,1,1,0,0,0,0,1.178941291756928,1.0346777914091945,-0.1442635003477335
357,1,1,1,0,10,10,0,9,9,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.5707005001604557,1.573134083300829,0.00243358314037323
358,2,1,1,0,10,10,0,14,13,-1,5,5,0,1,1,0,4,3,-1,1,1,0,0,0,0,2.537950875237584,3.61460370849818,1.0766528332605958
359,3,1,1,0,10,10,0,8,8,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,1.8545017503201962,2.4351133331656456,0.5806115828454494
360,0,1,1,0,10,10,0,8,8,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,2.3311792919412255,2.393634542822838,0.0624552508816123
361,1,0,0,0,10,10,0,11,11,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.039138582535088,2.0002128751948476,-0.03892570734024048
362,2,1,1,0,10,10,0,7,7,0,5,5,0,1,1,0,8,8,0,0,0,0,0,0,0,1.9702816661447287,2.033625042065978,0.06334337592124939
363,3,0,0,0,5,5,0,3,3,0,2,2,0,1,1,0,4,4,0,0,0,0,0,0,0,1.1448937924578786,1.1147892493754625,-0.030104543082416058
364,0,1,1,0,10,10,0,11,11,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,2.4809287087991834,2.4741602912545204,-0.006768417544662952
365,1,1,1,0,10,10,0,11,11,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,2.459722375497222,2.438001874834299,-0.02172050066292286
366,2,0,0,0,7,7,0,5,5,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0.9012837922200561,0.921059874817729,0.01977608259767294
367,3,1,1,0,10,10,0,13,13,0,5,5,0,1,1,0,3,3,0,1,1,0,0,0,0,2.171753792092204,2.169150833040476,-0.0026029590517282486
368,0,1,1,0,10,10,0,9,9,0,3,3,0,2,2,0,1,1,0,1,1,0,0,0,0,0.748303041793406,0.7107654996216297,-0.037537542171776295
369,1,0,0,0,7,7,0,15,15,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.6870315838605165,2.736763708293438,0.04973212443292141
370,2,1,1,0,10,10,0,8,7,-1,1,1,0,4,3,-1,5,6,1,0,0,0,0,0,0,2.444157499819994,2.16734108235687,-0.2768164174631238
371,3,0,0,0,8,8,0,6,6,0,1,1,0,3,3,0,4,4,0,0,0,0,0,0,0,1.4815838327631354,1.7040075408294797,0.22242370806634426
372,0,0,0,0,9,9,0,6,6,0,1,1,0,4,4,0,1,1,0,0,0,0,0,0,0,1.9229202503338456,1.9046018328517675,-0.018318417482078075
373,1,0,0,0,8,8,0,15,15,0,5,5,0,0,0,0,4,4,0,1,1,0,0,0,0,2.5600295830518007,3.0459349174052477,0.48590533435344696
374,2,0,0,0,5,5,0,14,14,0,3,3,0,0,0,0,3,3,0,1,1,0,0,0,0,1.772336333990097,1.657955083064735,-0.11438125092536211
375,3,1,1,0,10,10,0,7,7,0,3,3,0,2,2,0,7,7,0,0,0,0,0,0,0,2.0885612918064,2.1511214999482036,0.06256020814180374
376,0,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.539588083513081,2.5462795412167907,0.006691457703709602
377,1,0,0,0,5,6,1,3,7,4,1,2,1,2,2,0,2,2,0,0,0,0,0,0,0,1.9774468326941133,1.9809183329343796,0.003471500240266323
378,2,0,0,0,8,8,0,6,6,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,1.336973249912262,1.3605299592018127,0.02355670928955078
379,3,0,0,0,9,9,0,11,11,0,4,4,0,2,2,0,3,3,0,0,0,0,0,0,0,2.2825896246358752,2.2601037910208106,-0.02248583361506462
380,0,1,1,0,10,10,0,12,12,0,3,3,0,3,3,0,6,6,0,0,0,0,0,0,0,2.5557863330468535,2.535885125398636,-0.019901207648217678
381,1,0,0,0,6,6,0,4,4,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,1.4887488754466176,1.458421084098518,-0.03032779134809971
382,2,0,0,0,8,8,0,8,8,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,1.1474712081253529,1.1532384175807238,0.005767209455370903
383,3,1,1,0,10,10,0,12,12,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,2.7577655827626586,2.7079418329522014,-0.04982374981045723
384,0,1,1,0,10,10,0,12,12,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,2.4565979158505797,2.904846042394638,0.4482481265440583
385,1,1,1,0,10,10,0,11,11,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.4365131668746471,1.4523927085101604,0.015879541635513306
386,2,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.763599917292595,2.6390137914568186,-0.12458612583577633
387,3,0,0,0,9,9,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,2.7523346664384007,2.745329041965306,-0.00700562447309494
388,0,0,0,0,5,6,1,9,9,0,3,5,2,1,0,-1,3,3,0,0,0,0,0,0,0,1.5581908347085118,1.443899791687727,-0.11429104302078485
389,1,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,6,6,0,1,1,0,0,0,0,1.9923848323523998,1.9932054998353124,0.0008206674829125404
390,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.176844292320311,2.1458359584212303,-0.031008333899080753
391,3,0,0,0,5,5,0,10,10,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.6847465839236975,1.7020754162222147,0.017328832298517227
392,0,1,1,0,10,10,0,10,10,0,2,2,0,4,4,0,4,4,0,0,0,0,0,0,0,3.174621917307377,3.2353411661460996,0.060719248838722706
393,1,1,1,0,10,10,0,14,14,0,4,4,0,1,1,0,7,7,0,1,1,0,0,0,0,3.3468200424686074,3.357410999946296,0.01059095747768879
394,2,1,1,0,10,10,0,10,10,0,4,4,0,2,2,0,1,1,0,1,1,0,0,0,0,1.8174939174205065,1.9639946250244975,0.14650070760399103
395,3,1,1,0,10,10,0,12,12,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,2.620512125082314,2.5602084575220942,-0.060303667560219765
396,0,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,7,7,0,0,0,0,0,0,0,2.553367041051388,3.5512053752318025,0.9978383341804147
397,1,0,0,0,7,7,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.6682341257110238,1.6275665005668998,-0.04066762514412403
398,2,0,0,0,8,8,0,7,7,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,2.2957945000380278,2.441803834401071,0.1460093343630433
399,3,0,0,0,6,6,0,10,10,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,2.0742092905566096,2.026350541971624,-0.04785874858498573
