seed,seat,won_off,won_on,won_diff,final_vp_off,final_vp_on,final_vp_diff,roads_off,roads_on,roads_diff,settlements_off,settlements_on,settlements_diff,cities_off,cities_on,cities_diff,dev_cards_off,dev_cards_on,dev_cards_diff,has_longest_road_off,has_longest_road_on,has_longest_road_diff,has_largest_army_off,has_largest_army_on,has_largest_army_diff,runtime_seconds_off,runtime_seconds_on,runtime_seconds_diff
337,1,1,1,0,10,10,0,9,9,0,2,2,0,4,4,0,5,5,0,0,0,0,0,0,0,1.6679907087236643,1.6427922081202269,-0.025198500603437424
338,2,1,1,0,11,11,0,14,14,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,2.810173417441547,3.3230411671102047,0.5128677496686578
339,3,0,0,0,9,9,0,8,8,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,2.721597332507372,2.6730829998850822,-0.04851433262228966
340,0,1,1,0,10,10,0,6,6,0,0,0,0,4,4,0,2,2,0,0,0,0,0,0,0,1.3181887082755566,1.3271641256287694,0.008975417353212833
341,1,1,1,0,10,10,0,7,7,0,3,3,0,1,1,0,4,4,0,1,1,0,0,0,0,0.7939890827983618,0.887785124592483,0.09379604179412127
342,2,1,1,0,10,10,0,9,15,6,2,4,2,3,2,-1,3,5,2,1,1,0,0,0,0,1.6713705835863948,3.0336726251989603,1.3623020416125655
343,3,1,1,0,10,10,0,11,11,0,4,4,0,2,2,0,3,3,0,1,1,0,0,0,0,1.9839009577408433,1.442577125504613,-0.5413238322362304
344,0,1,1,0,10,10,0,5,5,0,1,1,0,3,3,0,5,5,0,0,0,0,0,0,0,1.3962442902848125,1.3916124999523163,-0.004631790332496166
345,1,0,0,0,5,5,0,3,3,0,0,0,0,2,2,0,5,5,0,0,0,0,0,0,0,1.1790087912231684,1.2936812499538064,0.11467245873063803
346,2,1,1,0,10,10,0,8,8,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1.7984030842781067,1.8008664166554809,0.002463332377374172
347,3,0,0,0,8,7,-1,13,14,1,4,5,1,1,0,-1,2,2,0,1,1,0,0,0,0,2.767228583805263,3.0326409582048655,0.2654123743996024
348,0,0,0,0,6,6,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.016828457824886,2.056344167329371,0.03951570950448513
349,1,0,0,0,6,6,0,12,12,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,2.4423174588009715,2.395228959619999,-0.047088499180972576
350,2,0,0,0,7,7,0,11,11,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.0249245408922434,2.1192379584535956,0.09431341756135225
351,3,0,0,0,8,8,0,7,7,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,2.5123575003817677,2.485648457892239,-0.026709042489528656
352,0,0,0,0,5,5,0,5,5,0,2,2,0,1,1,0,5,5,0,0,0,0,0,0,0,1.2013208344578743,1.1433246666565537,-0.05799616780132055
353,1,0,0,0,5,5,0,8,8,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,1.1766473334282637,1.1963863326236606,0.0197389991953969
354,2,0,0,0,4,4,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1890884581953287,1.1916920421645045,0.0026035839691758156
355,3,0,0,0,6,6,0,9,9,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.9738924577832222,2.0410406664013863,0.06714820861816406
356,0,1,1,0,10,10,0,8,8,0,1,1,0,3,3,0,3,3,0,1,1,0,0,0,0,1.2544884579256177,1.1125057907775044,-0.14198266714811325
357,1,1,1,0,10,10,0,9,9,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,2.6798996664583683,1.588866707868874,-1.0910329585894942
358,2,1,1,0,10,10,0,14,13,-1,5,5,0,1,1,0,4,3,-1,1,1,0,0,0,0,2.5494090830907226,3.633467041887343,1.0840579587966204
359,3,1,1,0,10,10,0,8,8,0,4,4,0,1,1,0,7,7,0,0,0,0,0,0,0,2.0609498750418425,2.680928667075932,0.6199787920340896
360,0,1,1,0,10,10,0,8,8,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,2.3104853741824627,2.313323499634862,0.002838125452399254
361,1,0,0,0,10,10,0,11,11,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.1110426671802998,2.018785707652569,-0.09225695952773094
362,2,1,1,0,10,10,0,7,7,0,5,5,0,1,1,0,8,8,0,0,0,0,0,0,0,1.957627084106207,2.016657415777445,0.059030331671237946
363,3,0,0,0,5,5,0,3,3,0,2,2,0,1,1,0,4,4,0,0,0,0,0,0,0,1.1662489995360374,1.132379500195384,-0.03386949934065342
364,0,1,1,0,10,10,0,11,11,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,2.5276061249896884,2.4428754169493914,-0.08473070804029703
365,1,1,1,0,10,10,0,11,11,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,2.46251358371228,2.5453444169834256,0.08283083327114582
366,2,0,0,0,7,7,0,5,5,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0.8948944173753262,0.8953263331204653,0.000431915745139122
367,3,1,0,-1,10,5,-5,13,8,-5,5,4,-1,1,0,-1,3,3,0,1,0,-1,0,0,0,2.172805250622332,1.2510027922689915,-0.9218024583533406
368,0,1,1,0,10,10,0,9,9,0,3,3,0,2,2,0,1,1,0,1,1,0,0,0,0,0.7570113753899932,0.7151914155110717,-0.04181995987892151
369,1,0,0,0,7,7,0,15,15,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.65073533449322,2.794428708963096,0.1436933744698763
370,2,1,1,0,10,10,0,8,7,-1,1,1,0,4,3,-1,5,6,1,0,0,0,0,0,0,2.4090846674516797,2.16048008389771,-0.24860458355396986
371,3,0,0,0,8,8,0,6,6,0,1,1,0,3,3,0,4,4,0,0,0,0,0,0,0,1.4870425825938582,1.676431874744594,0.18938929215073586
372,0,0,1,1,9,10,1,6,9,3,1,2,1,4,4,0,1,1,0,0,0,0,0,0,0,1.9196672905236483,2.4958616252988577,0.5761943347752094
373,1,0,0,0,8,8,0,15,15,0,5,5,0,0,0,0,4,4,0,1,1,0,0,0,0,2.427787625230849,2.432195874862373,0.004408249631524086
374,2,0,0,0,5,5,0,14,14,0,3,3,0,0,0,0,3,3,0,1,1,0,0,0,0,1.735912749543786,1.6271052500233054,-0.10880749952048063
375,3,1,0,-1,10,9,-1,7,12,5,3,5,2,2,0,-2,7,7,0,0,1,1,0,0,0,2.097141709178686,2.419450375251472,0.32230866607278585
376,0,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.622020666487515,2.508735000155866,-0.11328566633164883
377,1,0,0,0,5,6,1,3,7,4,1,2,1,2,2,0,2,2,0,0,0,0,0,0,0,1.9777648327872157,1.9817772917449474,0.004012458957731724
378,2,0,0,0,8,8,0,6,6,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,1.3595139998942614,1.4370247079059482,0.0775107080116868
379,3,0,0,0,9,9,0,11,11,0,4,4,0,2,2,0,3,3,0,0,0,0,0,0,0,2.2942406656220555,2.27916204277426,-0.015078622847795486
380,0,1,1,0,10,10,0,12,12,0,3,3,0,3,3,0,6,6,0,0,0,0,0,0,0,2.5315941656008363,2.563290541060269,0.0316963754594326
381,1,0,0,0,6,4,-2,4,4,0,2,2,0,2,1,-1,2,4,2,0,0,0,0,0,0,1.4927715416997671,1.4652984580025077,-0.027473083697259426
382,2,0,0,0,8,7,-1,8,10,2,2,3,1,3,2,-1,1,2,1,0,0,0,0,0,0,1.1297834999859333,1.3634366672486067,0.23365316726267338
383,3,1,1,0,10,10,0,12,12,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,2.691040625795722,2.7291142074391246,0.038073581643402576
384,0,1,1,0,10,10,0,12,12,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,2.5145139154046774,2.853827292099595,0.3393133766949177
385,1,1,1,0,10,10,0,11,11,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.406678999774158,1.420437540858984,0.013758541084825993
386,2,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.852717832662165,2.6525422921404243,-0.2001755405217409
387,3,0,0,0,9,9,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,2.7829245841130614,2.782597708515823,-0.00032687559723854065
388,0,0,0,0,5,6,1,9,9,0,3,5,2,1,0,-1,3,3,0,0,0,0,0,0,0,1.6499691670760512,1.4486560421064496,-0.20131312496960163
389,1,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,6,6,0,1,1,0,0,0,0,1.9828425822779536,2.088026917539537,0.10518433526158333
390,2,0,0,0,6,6,0,10,10,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.1594610828906298,2.1226592073217034,-0.036801875568926334
391,3,0,0,0,5,5,0,10,10,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.690966666676104,1.7474898342043161,0.05652316752821207
392,0,1,1,0,10,10,0,10,10,0,2,2,0,4,4,0,4,4,0,0,0,0,0,0,0,3.1428641248494387,3.227104291319847,0.08424016647040844
393,1,1,1,0,10,10,0,14,14,0,4,4,0,1,1,0,7,7,0,1,1,0,0,0,0,3.238177209161222,3.340419708751142,0.10224249958992004
394,2,1,1,0,10,10,0,10,10,0,4,4,0,2,2,0,1,1,0,1,1,0,0,0,0,1.8129540421068668,1.7529598344117403,-0.059994207695126534
395,3,1,1,0,10,10,0,12,12,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,2.469999499619007,2.4053457090631127,-0.06465379055589437
396,0,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,7,7,0,0,0,0,0,0,0,2.3959566671401262,3.081391416490078,0.6854347493499517
397,1,0,0,0,7,7,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.5743335001170635,2.0946466652676463,0.5203131651505828
398,2,0,0,0,8,8,0,7,7,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,2.181516875512898,2.2073475001379848,0.025830624625086784
399,3,0,0,0,6,6,0,10,10,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,1.8925139997154474,1.8787794159725308,-0.013734583742916584
