seed,seat,won_off,won_on,won_diff,final_vp_off,final_vp_on,final_vp_diff,roads_off,roads_on,roads_diff,settlements_off,settlements_on,settlements_diff,cities_off,cities_on,cities_diff,dev_cards_off,dev_cards_on,dev_cards_diff,has_longest_road_off,has_longest_road_on,has_longest_road_diff,has_largest_army_off,has_largest_army_on,has_largest_army_diff,runtime_seconds_off,runtime_seconds_on,runtime_seconds_diff
336,0,1,1,0,10,10,0,12,12,0,5,5,0,1,1,0,3,3,0,1,1,0,0,0,0,1.8809092501178384,1.9217375423759222,0.04082829225808382
337,1,1,1,0,10,10,0,9,9,0,2,2,0,4,4,0,5,4,-1,0,0,0,0,0,0,1.5906770825386047,1.8377622915431857,0.24708520900458097
338,2,1,1,0,11,11,0,14,14,0,2,2,0,3,3,0,3,3,0,1,1,0,0,0,0,2.6710904594510794,2.64340699929744,-0.027683460153639317
339,3,0,1,1,9,10,1,8,11,3,1,4,3,4,2,-2,3,1,-2,0,1,1,0,0,0,2.577353499829769,1.9654365833848715,-0.6119169164448977
340,0,1,1,0,10,10,0,6,6,0,0,0,0,4,4,0,2,2,0,0,0,0,0,0,0,1.3040467500686646,1.303723250515759,-0.00032349955290555954
341,1,1,1,0,10,10,0,7,7,0,3,3,0,1,1,0,4,4,0,1,1,0,0,0,0,0.7733529573306441,0.8241670839488506,0.0508141266182065
342,2,1,0,-1,10,7,-3,9,9,0,2,3,1,3,2,-1,3,4,1,1,0,-1,0,0,0,1.843314416706562,1.7659662496298552,-0.07734816707670689
343,3,1,1,0,10,10,0,11,13,2,4,4,0,2,2,0,3,2,-1,1,1,0,0,0,0,1.4327648747712374,1.7011557081714272,0.2683908334001899
344,0,1,1,0,10,10,0,5,5,0,1,1,0,3,3,0,5,5,0,0,0,0,0,0,0,1.3968276251107454,1.4059026669710875,0.009075041860342026
345,1,0,0,0,5,5,0,3,3,0,0,0,0,2,2,0,5,5,0,0,0,0,0,0,0,1.1803944166749716,1.1879971669986844,0.007602750323712826
346,2,1,1,0,10,10,0,8,8,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1.8275440419092774,1.8199059581384063,-0.007638083770871162
347,3,0,0,0,8,8,0,13,13,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,2.9346331665292382,2.807767875492573,-0.12686529103666544
348,0,0,0,0,6,6,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2.085783625021577,2.075749999843538,-0.010033625178039074
349,1,0,0,0,6,6,0,12,12,0,3,3,0,1,1,0,5,5,0,0,0,0,0,0,0,2.402019334025681,3.2278839582577348,0.8258646242320538
350,2,0,0,0,7,7,0,11,11,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,2.062211750075221,2.0751081248745322,0.012896374799311161
351,3,0,0,0,8,8,0,7,7,0,3,3,0,2,2,0,5,5,0,0,0,0,0,0,0,2.301255375146866,2.275734582915902,-0.025520792230963707
352,0,0,0,0,5,5,0,5,5,0,2,2,0,1,1,0,5,5,0,0,0,0,0,0,0,1.1666050422936678,1.1523007918149233,-0.014304250478744507
353,1,0,0,0,5,5,0,8,8,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,1.1588399996981025,1.195274332538247,0.036434332840144634
354,2,0,0,0,4,4,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1815669173374772,1.1586724165827036,-0.022894500754773617
355,3,0,0,0,6,6,0,9,9,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.9201052086427808,1.8566469168290496,-0.0634582918137312
356,0,1,1,0,10,10,0,8,9,1,1,5,4,3,1,-2,3,3,0,1,1,0,0,0,0,1.0518542928621173,1.7192791244015098,0.6674248315393925
357,1,1,1,0,10,10,0,9,9,0,3,3,0,2,2,0,4,4,0,1,1,0,0,0,0,1.5750226248055696,1.5554466247558594,-0.019576000049710274
358,2,1,1,0,10,10,0,14,14,0,5,5,0,1,1,0,4,4,0,1,1,0,0,0,0,2.4956489577889442,2.582878458313644,0.08722950052469969
359,3,1,1,0,10,10,0,8,11,3,4,4,0,1,2,1,7,6,-1,0,0,0,0,0,0,1.85698158480227,2.9955682093277574,1.1385866245254874
360,0,1,1,0,10,10,0,8,8,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,2.3265553331002593,3.7878321250900626,1.4612767919898033
361,1,0,0,0,10,10,0,11,11,0,5,5,0,1,1,0,2,2,0,1,1,0,0,0,0,2.096754875034094,2.062911625020206,-0.03384325001388788
362,2,1,1,0,10,10,0,7,7,0,5,5,0,1,1,0,8,8,0,0,0,0,0,0,0,2.0201401254162192,1.925448540598154,-0.09469158481806517
363,3,0,0,0,5,6,1,3,5,2,2,3,1,1,1,0,4,3,-1,0,0,0,0,0,0,1.1339321257546544,1.142551250755787,0.008619125001132488
364,0,1,1,0,10,10,0,11,11,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,2.4909715419635177,2.5014004996046424,0.010428957641124725
365,1,1,1,0,10,10,0,11,15,4,5,4,-1,1,2,1,4,4,0,1,1,0,0,0,0,2.450684958137572,2.6799960006028414,0.22931104246526957
366,2,0,0,0,7,7,0,5,5,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0.9080742504447699,0.9022364169359207,-0.005837833508849144
367,3,1,1,0,10,10,0,13,14,1,5,5,0,1,1,0,3,1,-2,1,1,0,0,0,0,2.151568208821118,1.4933363748714328,-0.6582318339496851
368,0,1,1,0,10,10,0,9,9,0,3,3,0,2,2,0,1,1,0,1,1,0,0,0,0,0.7084192503243685,0.7148896660655737,0.0064704157412052155
369,1,0,0,0,7,7,0,15,15,0,5,5,0,0,0,0,2,2,0,1,1,0,0,0,0,2.6858350839465857,2.6960427910089493,0.010207707062363625
370,2,1,1,0,10,10,0,8,8,0,1,1,0,4,4,0,5,5,0,0,0,0,0,0,0,2.496544166468084,2.4368514576926827,-0.059692708775401115
371,3,0,0,0,8,8,0,6,6,0,1,1,0,3,3,0,4,4,0,0,0,0,0,0,0,1.3906310005113482,1.3981541246175766,0.007523124106228352
372,0,0,0,0,9,9,0,6,6,0,1,1,0,4,4,0,1,1,0,0,0,0,0,0,0,1.9013912081718445,1.8515457920730114,-0.049845416098833084
373,1,0,0,0,8,7,-1,15,11,-4,5,5,0,0,0,0,4,7,3,1,1,0,0,0,0,2.433894040994346,3.57619820907712,1.1423041680827737
374,2,0,0,0,5,5,0,14,14,0,3,3,0,0,0,0,3,3,0,1,1,0,0,0,0,1.646517083980143,1.6839882927015424,0.03747120872139931
375,3,1,1,0,10,10,0,7,9,2,3,1,-2,2,3,1,7,1,-6,0,1,1,0,0,0,2.0566913336515427,1.5812692493200302,-0.47542208433151245
376,0,1,1,0,10,10,0,9,9,0,4,4,0,2,2,0,5,5,0,0,0,0,0,0,0,2.5142596252262592,2.430594624951482,-0.08366500027477741
377,1,0,0,0,5,6,1,3,7,4,1,4,3,2,1,-1,2,2,0,0,0,0,0,0,0,1.917446625418961,2.0588338747620583,0.1413872493430972
378,2,0,0,0,8,8,0,6,6,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,1.3029208751395345,1.2994409166276455,-0.003479958511888981
379,3,0,0,0,9,9,0,11,11,0,4,4,0,2,2,0,3,3,0,0,0,0,0,0,0,2.1959854997694492,2.1970857502892613,0.001100250519812107
380,0,1,1,0,10,10,0,12,10,-2,3,5,2,3,1,-2,6,6,0,0,0,0,0,0,0,2.4616197496652603,2.3296748753637075,-0.13194487430155277
381,1,0,0,0,6,6,0,4,4,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,1.4199767503887415,1.408711874857545,-0.011264875531196594
382,2,0,0,0,8,8,0,8,8,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,1.1194399995729327,1.1172259170562029,-0.0022140825167298317
383,3,1,1,0,10,10,0,12,12,0,4,4,0,3,3,0,4,4,0,0,0,0,0,0,0,2.6507209166884422,2.6309157088398933,-0.01980520784854889
384,0,1,1,0,10,10,0,12,12,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,2.3694586250931025,2.419418750330806,0.04996012523770332
385,1,1,1,0,10,10,0,11,11,0,4,4,0,1,1,0,4,4,0,1,1,0,0,0,0,1.451353708282113,1.403477749787271,-0.04787595849484205
386,2,1,1,0,10,10,0,15,15,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,2.617215832695365,2.449461666867137,-0.167754165828228
387,3,0,0,0,9,9,0,7,7,0,1,1,0,4,4,0,3,3,0,0,0,0,0,0,0,2.6853821659460664,2.6955342078581452,0.010152041912078857
388,0,0,0,0,5,5,0,9,9,0,3,3,0,1,1,0,3,3,0,0,0,0,0,0,0,1.5124120842665434,1.531037375330925,0.0186252910643816
389,1,1,1,0,10,10,0,10,10,0,4,4,0,1,1,0,6,6,0,1,1,0,0,0,0,1.979133915156126,2.006243041716516,0.027109126560389996
390,2,0,0,0,6,8,2,10,13,3,4,4,0,1,2,1,3,4,1,0,0,0,0,0,0,2.084131165407598,2.253395790234208,0.1692646248266101
391,3,0,0,0,5,5,0,10,10,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1.6425707079470158,1.6432301253080368,0.0006594173610210419
392,0,1,1,0,10,10,0,10,6,-4,2,1,-1,4,4,0,4,4,0,0,0,0,0,0,0,3.0848736660555005,4.9781187092885375,1.893245043233037
393,1,1,1,0,10,10,0,14,14,0,4,4,0,1,1,0,7,7,0,1,1,0,0,0,0,3.2154342914000154,3.2205440001562238,0.00510970875620842
394,2,1,1,0,10,10,0,10,10,0,4,4,0,2,2,0,1,1,0,1,1,0,0,0,0,1.7057522926479578,1.696122375316918,-0.009629917331039906
395,3,1,1,0,10,10,0,12,12,0,4,4,0,1,1,0,3,3,0,1,1,0,0,0,0,2.345344291999936,2.341324834153056,-0.004019457846879959
396,0,1,1,0,10,10,0,8,8,0,2,2,0,3,3,0,7,7,0,0,0,0,0,0,0,2.3684036256745458,2.362572499550879,-0.005831126123666763
397,1,0,0,0,7,7,0,7,7,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,1.5203859573230147,1.5235626669600606,0.0031767096370458603
398,2,0,0,0,8,8,0,7,7,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,2.116706666536629,2.127601374872029,0.010894708335399628
399,3,0,1,1,6,10,4,10,15,5,5,5,0,0,0,0,4,4,0,0,1,1,0,0,0,1.8845840422436595,2.3817204581573606,0.49713641591370106
